CERT,NAME,CITY
8541,STATE BANK OF FAIRMONT,FAIRMONT
8544,UNITED COMMUNITY BANK,PERHAM
8546,SENTRY BANK,SAINT JOSEPH
8552,GREAT SOUTHERN BANK,MERIDIAN
8560,BANK 21,CARROLLTON
8564,BANK OF GRAIN VALLEY,GRAIN VALLEY
8569,GOPPERT FINANCIAL BANK,LATHROP
8572,CITIZENS BANK OF ROGERSVILLE,ROGERSVILLE
8576,MARIES COUNTY BANK,VIENNA
8584,BANK OF IBERIA,IBERIA
8594,MONTROSE SAVINGS BANK,MONTROSE
8595,I3 BANK,BENNINGTON
8604,FIRST STATE BANK,HORDVILLE
8632,CITIZENS STB AT MOHALL,MOHALL
8637,DAKOTA WESTERN BANK,BOWMAN
8640,FARMERS&MERCHANTS BANK OF ND,TOLNA
8647,FARMERS STATE BANK,WEST SALEM
8660,COMMERCIAL BANK&TRUST CO,PARIS
8661,FARMERS BANK,PARSONS
8663,FIRSTBANK,NASHVILLE
8668,FARMERS&MERCHANTS BANK,TIMBERVILLE
8672,BLUE GRASS VALLEY BANK,BLUE GRASS
8681,LAMONT BANK OF ST JOHN,SAINT JOHN
8693,BLUFF VIEW BANK,GALESVILLE
8695,BANK OF LAKE MILLS,LAKE MILLS
8698,PORT WASHINGTON STATE BANK,PORT WASHINGTON
8700,WALDO STATE BANK,WALDO
8714,UNITY BANK,AUGUSTA
8718,WYOMING BANK&TRUST,CHEYENNE
8725,COWBOY STATE BANK,RANCHESTER
8728,ARVEST BANK,FAYETTEVILLE
8730,GATEWAY BANK,RISON
8735,MERCHANTS&FARMERS BANK,DUMAS
8738,CITIZENS BANK&TRUST CO,VAN BUREN
8745,FIRST STB OF MIDDLEBURY,MIDDLEBURY
8751,IOWA STATE SAVINGS BANK,CRESTON
8752,FIRST TRUST&SAVINGS BANK,WHEATLAND
8760,FARMERS STATE BANK,ALGONA
8761,KERNDT BROTHERS SAVINGS BANK,LANSING
8762,SACRAMENTO DEPOSIT BANK,SACRAMENTO
8772,SPRINGFIELD STATE BANK,SPRINGFIELD
8774,CECILIAN BANK,CECILIA
8775,BANK OF COLUMBIA,COLUMBIA
8785,PEOPLES EXCHANGE BANK,WINCHESTER
8798,COTTONPORT BANK,COTTONPORT
8799,JACKSON PARISH BANK,JONESBORO
8811,HEBRON SAVINGS BANK,HEBRON
8816,QUEENSTOWN BANK OF MARYLAND,QUEENSTOWN
8821,UNITED FARMERS STATE BANK,ADAMS
8822,ADRIAN STATE BANK,ADRIAN
8824,EAGLE BANK,GLENWOOD
8833,CURRIE STATE BANK,CURRIE
8840,PEOPLES STATE BANK OF WELLS,WELLS
8842,GRAND MARAIS STATE BANK,GRAND MARAIS
8843,AMERICAN HERITAGE NB,LONG PRAIRIE
8845,FARMERS&MERCHANTS STB APPLET,APPLETON
8848,CENBANK,BUFFALO LAKE
8850,NORTH SHORE BANK OF COMMERCE,DULUTH
8851,PARK STATE BANK,DULUTH
8853,GLENWOOD STATE BANK INC,GLENWOOD
8857,GROVE BANK,GROVE CITY
8858,STATE BANK OF CHANDLER,CHANDLER
8863,WOODLAND BANK,DEER RIVER
8865,HERITAGE BANK MINNESOTA,WEST CONCORD
8866,MERCHANTS BANK NATIONAL ASSN,WINONA
8867,ULTIMA BANK MINNESOTA,WINGER
8870,BANKFIRST FINANCIAL SERVICES,COLUMBUS
8879,COMMUNITY BANK OF MS,FLOWOOD
8888,COUNTRY CLUB BANK,KANSAS CITY
8889,MIDWEST REGIONAL BANK,CLAYTON
8892,SULLIVAN BANK,SULLIVAN
8893,AMERICAS COMMUNITY BANK,BLUE SPRINGS
8896,JONESBURG STATE BANK,JONESBURG
8898,ST JOHNS BANK&TRUST CO,SAINT LOUIS
8903,PEOPLES BANK&TRUST CO,TROY
8904,NODAWAY VALLEY BANK,MARYVILLE
8941,BANK FORWARD,FARGO
8942,STOCK GROWERS BANK,FORMAN
8943,MERCHANTS BANK,RUGBY
8946,KINDRED STATE BANK,KINDRED
8975,COMMUNITY BANK,BRISTOW
8980,SECURITY STB OF OKLAHOMA,WEWOKA
9005,FIRST STATE BANK OF ROSCOE,ROSCOE
9007,HEARTLAND STATE BANK,REDFIELD
9023,BANK OF CHARLES TOWN,CHARLES TOWN
9024,CALHOUN COUNTY BANK INC,GRANTSVILLE
9030,HARRISON COUNTY BANK,LOST CREEK
9035,HEADWATERS STATE BANK,LAND O' LAKES
9036,SECURITY STATE BANK,IRON RIVER
9037,MOUND CITY BANK,PLATTEVILLE
9047,CITIZENS STATE BANK,MONTICELLO
9057,BANK OF MOUNDVILLE,MOUNDVILLE
9064,PLANTERS FIRST BANK,CORDELE
9068,BANK OF DUDLEY,DUDLEY
9069,FARMERS&MERCHANTS BANK,EATONTON
9070,FIRST BANK OF PIKE,MOLENA
9079,HARVARD STATE BANK,HARVARD
9080,HOLCOMB BANK,ROCHELLE
9087,1ST SOURCE BANK,SOUTH BEND
9096,ATKINS SAVINGS BANK&TRUST,ATKINS
9099,SOUTH OTTUMWA SAVINGS BANK,OTTUMWA
9100,PILOT GROVE SAVINGS BANK,PILOT GROVE
9105,WEST IOWA BANK,WEST BEND
9106,FARMERS STATE BANK,YALE
9120,ROLETTE STATE BANK,ROLETTE
9121,STATE BANK OF BOTTINEAU,BOTTINEAU
9123,WESTERN STATE BANK,DEVILS LAKE
9137,OSGOOD BANK,OSGOOD
9139,COML&SVG BK MILLERSBURG OH,MILLERSBURG
9155,COUNTYBANK,GREENWOOD
9168,WAYNE COUNTY BANK,WAYNESBORO
9172,SECURITY BANK&TRUST CO,PARIS
9176,APEX BANK,CAMDEN
9179,UNION BANK&TRUST CO,LIVINGSTON
9189,BRIGHTON BANK,BRIGHTON
9196,HOME BANKING CO,SELMER
9204,CENTRAL BANK,PROVO
9244,GLENNVILLE BANK,GLENNVILLE
9245,BANK OF LAFAYETTE GEORGIA,LA FAYETTE
9259,FARMERS STB OF HOFFMAN,HOFFMAN
9263,STILLMAN BANCCORP N A,STILLMAN VALLEY
9265,RUSHVILLE STATE BANK,RUSHVILLE
9273,VILLA GROVE STATE BANK,VILLA GROVE
9274,HILL-DODGE BANKING CO,WARSAW
9288,FIRST BANK OF BERNE,BERNE
9295,FARMERS STATE BANK,LAKE VIEW
9298,FARMERS&MERCHANTS SB,MANCHESTER
9299,RELIANCE STATE BANK,STORY CITY
9300,READLYN SAVINGS BANK,READLYN
9306,CITIZENS BANK,HICKMAN
9309,UNITED SOUTHERN BANK,HOPKINSVILLE
9310,COMMERCIAL BANK,WEST LIBERTY
9313,PBK BANK INC,STANFORD
9315,BANK OF MAYSVILLE,MAYSVILLE
9319,MERCHANTS&FARMERS B&T CO,LEESVILLE
9320,MARION STATE BANK,MARION
9322,CROSS KEYS BANK,SAINT JOSEPH
9323,BANK OF WINNFIELD&TRUST CO,WINNFIELD
9325,JONESBORO STATE BANK,JONESBORO
9326,WASHINGTON STATE BANK,WASHINGTON
9327,FARMERS-MERCHANTS B&T CO,BREAUX BRIDGE
9328,PEOPLES BANK,CHATHAM
9330,FIRST STB OF LE CENTER,LE CENTER
9332,BANK OF MAPLE PLAIN,MAPLE PLAIN
9336,STEARNS BANK UPSALA NA,UPSALA
9337,CITIZENS STB OF WAVERLY INC,WAVERLY
9340,FARMERS&MERCHANTS STB NY MIL,NEW YORK MILLS
9349,FIRST STATE BANK OF FOUNTAIN,FOUNTAIN
9351,STATE BANK OF LAKE PARK,LAKE PARK
9354,FARMERS STB OF HOFFMAN,HOFFMAN
9356,COMMERCIAL BANK,DE KALB
9359,BANK OF COMMERCE,GREENWOOD
9366,PEOPLES BANK,MENDENHALL
9369,BANK OF ADVANCE,ADVANCE
9378,F&C BANK,HOLDEN
9385,BANK OF BROOKFIELD PURDIN NA,BROOKFIELD
9388,CORNER STONE BANK,SOUTH WEST CITY
9392,BANK OF GRANDIN,GRANDIN
9396,VALLEY NATIONAL BANK,PASSAIC
9406,BANK OF CATTARAUGUS,CATTARAUGUS
9410,TIOGA STB NA,SPENCER
9417,GRANT COUNTY STATE BANK,CARSON
9420,UNION BANK,BEULAH
9422,CITIZENS STB OF LANKIN,LANKIN
9423,CHOICE FINANCIAL GROUP,FARGO
9437,FIRST STATE BANK,WINCHESTER
9438,MT VICTORY STATE BANK,MOUNT VICTORY
9439,PEOPLES SAVINGS BANK,NEW MATAMORAS
9450,FIRST BANK OF OHIO,TIFFIN
9457,NORTH SIDE BANK&TRUST CO,CINCINNATI
9462,FARMERS&MERCHANTS BANK,MIAMISBURG
9463,UNIFIED BANK,MARTINS FERRY
9465,ALVA STATE BANK&TRUST CO,ALVA
9467,VALOR BANK,EDMOND
9472,WELCH STB OF WELCH OKLA,WELCH
9486,CLACKAMAS COUNTY BANK,SANDY
9489,PEOPLES BANK,CLIFTON
9499,THREAD BANK,ROGERSVILLE
9502,MOVEMENT BANK,DANVILLE
9507,BANK OF MARION,MARION
9517,CLEVELAND STATE BANK,CLEVELAND
9523,BRISTOL MORGAN BANK,OAKFIELD
9526,PINERIES BANK,STEVENS POINT
9529,STATE BANK OF NEWBURG,NEWBURG
9536,COMMUNITY STATE BANK,UNION GROVE
9614,LOCAL BANK,TUSCALOOSA
9615,SWEET WATER STATE BANK,SWEET WATER
9620,FIRST BANK,CLEWISTON
9622,CAPITAL CITY BANK,TALLAHASSEE
9631,ALLIANCE COMMUNITY BANK,PETERSBURG
9632,FORTRESS BANK,PEORIA
9647,CITIZENS BANK,MOORESVILLE
9658,CITIZENS STB OF CHENEY KS,CHENEY
9659,STATE BANK OF DOWNS,DOWNS
9661,BANK OF HOLYROOD,HOLYROOD
9665,KAW VALLEY BANK,TOPEKA
9669,FREDONIA VALLEY BANK,FREDONIA
9672,OWINGSVILLE BANKING CO,OWINGSVILLE
9678,EDMONTON STATE BANK,GLASGOW
9712,ROCKLAND TRUST CO,ROCKLAND
9719,OXFORD BANK,OXFORD
9727,CONCORDE BANK,BLOMKEST
9728,FIRST SECURITY BANK,BYRON
9733,VANTAGE BANK,KENT
9735,STATE BANK OF NEW RICHLAND,NEW RICHLAND
9737,MIDWEST BANK,DETROIT LAKES
9745,HOME STATE BANK,LITCHFIELD
9746,NORTHWESTERN BANK NA,DILWORTH
9747,VERGAS STATE BANK,VERGAS
9751,21ST CENTURY BANK,LORETTO
9752,MARSHALL COUNTY STATE BANK,NEWFOLDEN
9760,COMMUNITY BANK MANKATO,VERNON CENTER
9769,FIRST STB OF ROSEMOUNT,ROSEMOUNT
9770,FIRST STATE BANK SOUTHWEST,PIPESTONE
9773,SECURITY STB OF WARROAD,WARROAD
9775,BANK OF KILMICHAEL,KILMICHAEL
9777,CITIZENS BANK&TRUST CO,MARKS
9788,BLOOMSDALE BANK,BLOOMSDALE
9791,COMMERCIAL TR CO OF FAYETTE,FAYETTE
9794,KEARNEY TRUST CO,KEARNEY
9797,M1 BANK,CLAYTON
9803,BANK OF ODESSA,ODESSA
9812,ADAMS STATE BANK,ADAMS
9818,PLATTE VALLEY BANK,NORTH BEND
9819,NEBRASKA STATE BANK,OSHKOSH
9822,STATE BANK OF TABLE ROCK,TABLE ROCK
9831,ALDEN STATE BANK,ALDEN
9846,TRUIST BANK,CHARLOTTE
9865,REPUBLIC BANKING CO,REPUBLIC
9871,ST HENRY BANK,ST. HENRY
9875,BANK360,CORDELL
9879,FIRST STATE BANK,NOBLE
9881,SECURITY BANK&TRUST CO,MIAMI
9888,DIME BANK,HONESDALE
9889,MID PENN BANK,MILLERSBURG
9923,ANDERSON BROTHERS BANK,MULLINS
9932,COMMERCIAL STB OF WAGNER,WAGNER
9935,RIVERS EDGE BANK,MARION
9963,F&M BANK,CLARKSVILLE
9967,AMERICAN STATE BANK,ARP
9978,FIRST STATE BANK OF UVALDE,UVALDE
9986,FARMERS&MERCHANTS BK CRAIG C,NEW CASTLE
9997,JEFFERSON SECURITY BANK,SHEPHERDSTOWN
9998,CAPON VALLEY BANK,WARDENSVILLE
10004,ERGO BANK,MARKESAN
10011,WOODFORD STATE BANK,MONROE
10012,PORTAGE COUNTY BANK,ALMOND
10015,SECURITY BANK,NEW AUBURN
10044,NATIONAL EXCHANGE BANK&TRUST,FOND DU LAC
10055,FIRST SOUTHERN BANK,WAYCROSS
10057,BANK OF HANCOCK COUNTY,SPARTA
10072,PLANTERS&CITIZENS BANK,CAMILLA
10074,APEX BANKING CO OF GEORGIA,IRWINTON
10075,PEOPLES STATE BANK OF COLFAX,COLFAX
10077,FARMERS STATE BANK OF EMDEN,EMDEN
10101,NAPOLEON STATE BANK,NAPOLEON
10111,OHNWARD BANK&TRUST,CASCADE
10118,LEIGHTON STATE BANK,PELLA
10120,AMERICAN TRUST&SAVINGS BANK,LOWDEN
10121,LIBERTY TRUST&SAVINGS BANK,DURANT
10122,FARMERS SAVINGS BANK&TRUST,TRAER
10123,FIRST TRUST&SAVINGS BANK,CORALVILLE
10125,CITIZENS SAVINGS BANK,ANAMOSA
10127,SUCCESS BANK,BLOOMFIELD
10132,EXCHANGE STATE BANK,AMES
10137,COMMERCIAL BANK OF GRAYSON,GRAYSON
10145,HART COUNTY BANK&TRUST CO,MUNFORDVILLE
10157,SHELBY STATE BANK,SHELBY
10159,FIRST STATE BANK&TRUST,BAYPORT
10160,VERSABANK USA NATIONAL ASSN,HOLDINGFORD
10162,FIRST STATE BANK MINNESOTA,LE ROY
10163,SECURITY STB OF MARINE,MARINE ON ST. CR
10165,FARMERS&MERCHANTS STB PIERZ,PIERZ
10167,CITIZENS STB OF ROSEAU,ROSEAU
10168,FIRST FARMERS&MERCHANTS BANK,CANNON FALLS
10169,SHERBURNE STATE BANK,BECKER
10174,FARMERS STB OF UNDERWOOD,UNDERWOOD
10175,SECURITY STB OF HIBBING,HIBBING
10178,PRODUCE STATE BANK,HOLLANDALE
10185,ELYSIAN BANK,ELYSIAN
10187,NORTHERN STB OF GONVICK,GONVICK
10191,PRINSBANK,PRINSBURG
10194,PINE RIVER STATE BANK,PINE RIVER
10197,HOMETOWN COMMUNITY BANK,CYRUS
10200,STATE BANK OF JEFFERS,JEFFERS
10202,LOWRY STATE BANK,LOWRY
10212,COMMERCE BANK,GENEVA
10214,VERMILLION STATE BANK,VERMILLION
10218,CITIZENS BANK&TRUST CO,HUTCHINSON
10236,GOOSE RIVER BANK,MAYVILLE
10243,FIRST STATE BANK OF GOLVA,GOLVA
10248,FIRST INTERNATIONAL B&T,WATFORD CITY
10250,PEOPLES STATE BANK OF VELVA,VELVA
10253,FIRST SECURITY BANK WEST,BEULAH
10255,OLD FORT BANKING CO,OLD FORT
10266,CITIZENS BANK CO,BEVERLY
10280,FARMERS&MERCHANTS BANK,CALDWELL
10307,BUILTWELL BANK,CHATTANOOGA
10308,BANK OF FAYETTE COUNTY,PIPERTON
10315,BANK OF HALLS,HALLS
10317,CITIZENS B&T GRAINGER CNTY,RUTLEDGE
10319,CITIZENS SAVINGS B&T CO,NASHVILLE
10327,CITIZENS STB OF LULING,LULING
10330,COMMERCIAL STATE BANK,PALMER
10344,SCHERTZ BANK&TRUST,SCHERTZ
10345,PEOPLES STATE BANK,SHEPHERD
10352,CROWELL STATE BANK,CROWELL
10363,CITIZENS&FARMERS BANK,WEST POINT
10374,BANNER BANKS,BIRNAMWOOD
10378,BANK OF NEW GLARUS,NEW GLARUS
10380,OOSTBURG STATE BANK,OOSTBURG
10382,FARMERS&MERCHANTS BANK&TRUST,MARINETTE
10383,STATE BANK FINANCIAL,LA CROSSE
10384,WAUMANDEE STATE BANK,WAUMANDEE
10407,FARMERS STATE BANK OF BRUSH,BRUSH
10434,STATE BANK OF GRAYMONT,GRAYMONT
10437,FIRST STATE BANK OF OLMSTED,OLMSTED
10438,RARITAN STATE BANK,RARITAN
10446,FREDERICK COMMUNITY BANK THE,PAXTON
10458,FARMERS STATE BANK&TRUST CO,MOUNT STERLING
10460,TOWN&COUNTRY BANK MIDWEST,QUINCY
10463,MIDDLETOWN STATE BANK,MIDDLETOWN
10464,FEDERATED BANK,ONARGA
10467,GIFFORD STATE BANK,GIFFORD
10469,FARMERS&MERCHANTS BK HUTSONV,HUTSONVILLE
10471,CAMP GROVE STATE BANK,CAMP GROVE
10473,IPAVA STATE BANK,IPAVA
10474,CITIZENS STATE BANK,LENA
10492,FARMERS&MERCHANTS SB,IOWA CITY
10494,MOUNT VERNON BANK&TRUST CO,MOUNT VERNON
10497,IOWA STATE BANK,SAC CITY
10500,FARMERS SAVINGS BANK,WEVER
10503,FIRST STATE BANK,NESS CITY
10505,KANSAS STATE BANK,OTTAWA
10520,CITIZENS BANK,MOREHEAD
10523,BANK OF COMMERCE&TRUST CO,CROWLEY
10528,EXCHANGE B&T NATCHITOCHES LA,NATCHITOCHES
10531,CITIZENS PROGRESSIVE BANK,WINNSBORO
10532,CLB THE COMMUNITY BANK,JONESVILLE
10533,WINNSBORO STATE B&T CO,WINNSBORO
10561,ARCADIAN BANK,HARTLAND
10567,UNITED MINNESOTA BANK,NEW LONDON
10571,FARMERS&MERCHANTS STB ALPHA,ALPHA
10576,FIRST SOUTHEAST BANK,HARMONY
10594,BANK OF FRANKLIN,MEADVILLE
10595,COMMUNITY FIRST BANK,BUTLER
10597,TBO BANK,ORRICK
10608,UNICO BANK,MINERAL POINT
10618,BTC BANK,BETHANY
10619,HAWTHORN BANK,JEFFERSON CITY
10623,STATE BANK OF MISSOURI,CONCORDIA
10626,BANK OF NEW CAMBRIA,NEW CAMBRIA
10628,PREFERRED BANK,ROTHVILLE
10634,PINNACLE BANK,LINCOLN
10635,BANK OF STEINAUER,STEINAUER
10637,FIRST CENTRAL BANK,CAMBRIDGE
10639,FLATWATER BANK,GOTHENBURG
10641,RIVERSTONE BANK,EAGLE
10643,DUNDEE BANK,OMAHA
10647,AMERICAN EXCHANGE BANK,ELMWOOD
10663,ANDOVER BANK,ANDOVER
10667,MABREY BANK,BIXBY
10672,EXCHANGE BANK,SKIATOOK
10674,BANK OF HYDRO,HYDRO
10677,JONESTOWN B&T JONESTOWN PA,JONESTOWN
10685,MIFFLINBURG BANK&TRUST CO,MIFFLINBURG
10704,AVANA BANK,ABILENE
10709,CROSSROADS BANK,YOAKUM
10719,PEOPLES STB OF HALLETTSVILLE,HALLETTSVILLE
10741,INDEPENDENCE STATE BANK,INDEPENDENCE
10788,ILLINI STATE BANK,OGLESBY
10791,COMMUNITY BANK,WINSLOW
10799,FIRST STB OF CAMPBELL HILL,CAMPBELL HILL
10803,DEWEY BANK,DEWEY
10804,DU QUOIN STATE BANK,DU QUOIN
10809,FIRST STATE BANK OF VAN ORIN,VAN ORIN
10816,GRAND RIVERS COMMUNITY BANK,GRAND CHAIN
10820,STATE BANK OF INDUSTRY,INDUSTRY
10821,CLAY COUNTY STATE BANK,LOUISVILLE
10829,PETEFISH SKILES&CO,VIRGINIA
10831,FIRST T&SB OF WATSEKA IL,WATSEKA
10840,CAMPUS STATE BANK,CAMPUS
10843,CITIZENS BANK OF CHATSWORTH,CHATSWORTH
10844,BUENA VISTA NATIONAL BANK,CHESTER
10845,CLAY CITY BANKING CO,CLAY CITY
10849,TOMPKINS STATE BANK,AVON
10853,WEST CENTRAL BANK,ASHLAND
10855,STATE BANK OF BEMENT,BEMENT
10858,ANDERSON STATE BANK,ONEIDA
10860,MURPHY-WALL STATE B&T CO,PINCKNEYVILLE
10871,FIRST STB OF BEECHER CITY,BEECHER CITY
10872,CHESTERFIELD STATE BANK,CHESTERFIELD
10878,WATERMAN BANK,WATERMAN
10883,BANK OF BLUFFS,BLUFFS
10886,LEGENCE BANK,ELDORADO
10903,CENTRAL STATE BANK,STATE CENTER
10906,BALDWIN STATE BANK,BALDWIN CITY
10907,GUARANTY STATE BANK&TRUST CO,BELOIT
10918,GRANT COUNTY BANK,ULYSSES
10919,STATE BANK OF BERN,BERN
10920,FIDELITY STATE BANK&TRUST CO,DODGE CITY
10928,MINERS STATE BANK,IRON RIVER
10956,NORTHVIEW BANK,SANDSTONE
10958,UNITED PRAIRIE BANK,MOUNTAIN LAKE
10960,JANESVILLE STATE BANK,JANESVILLE
10962,GRAND RAPIDS STATE BANK,GRAND RAPIDS
10965,LAKE REGION BANK,NEW LONDON
10967,F&M COMMUNITY BANK NA,PRESTON
10969,RANDALL STATE BANK,RANDALL
10971,PRIME SECURITY BANK,KARLSTAD
10973,ALLIANCE BANK,LAKE CITY
10976,CENTER NATIONAL BANK,LITCHFIELD
10980,ESB BANK,CALEDONIA
10982,SECURITY STATE BANK OF OKLEE,OKLEE
10984,SECURITY BANK MINNESOTA,ALBERT LEA
10988,STEARNS BANK NATIONAL ASSN,SAINT CLOUD
10989,LAKE CENTRAL BANK,ANNANDALE
10991,FIRST STATE BANK OF BIGFORK,BIGFORK
10993,BONANZA VALLEY STATE BANK,BROOTEN
10998,FM BANK,WASECA
11002,ST CLAIR COUNTY STATE BANK,OSCEOLA
11003,LIMEBANK,BOLIVAR
11013,FIRST STATE BANK OF SHELBY,SHELBY
11035,PEAPACK PRIVATE BANK&TRUST,BEDMINSTER
11063,FIRST-CITIZENS BANK&TRUST CO,RALEIGH
11112,SOMERSET TRUST CO,SOMERSET
11113,HAMLIN BANK&TRUST CO,SMETHPORT
11124,S&T BANK,INDIANA
11133,FARMERS STATE BANK OF CANTON,CANTON
11159,TEXAS CHAMPION BANK,CORPUS CHRISTI
11175,FIRST STATE BANK,ABERNATHY
11178,TRANSPECOS BANKS SSB,PECOS
11181,FIRST STB OF BROWNSBORO,BROWNSBORO
11225,FIRST COMMUNITY BANK,MILTON
11228,FIRST CITIZENS STATE BANK,WHITEWATER
11232,BANK OF MILTON,MILTON
11235,BONDUEL STATE BANK,BONDUEL
11236,HORICON BANK,HORICON
11241,CENTENNIAL BANK,CONWAY
11242,MCGEHEE BANK,MCGEHEE
11243,BANK OF SALEM,SALEM
11252,FIRST NB OF IZARD COUNTY,CALICO ROCK
11259,GUNNISON BANK&TRUST CO,GUNNISON
11261,MCCLAVE STATE BANK,MCCLAVE
11295,CITIZENS BANK OF SWAINSBORO,SWAINSBORO
11299,FARMERS STB OF ALTO PASS ILL,ALTO PASS
11302,FIRST STATE BANK OF ST PETER,SAINT PETER
11306,FNBC BANK&TRUST,LA GRANGE
11307,FARMERS STATE BANK,PITTSFIELD
11310,BANK OF HERRIN,HERRIN
11317,IUKA STATE BANK,SALEM
11319,LONGVIEW COMMUNITY BANK,MOUNT PULASKI
11324,FARMERS&MERCHANTS STB BUSHNE,BUSHNELL
11343,ASHTON STATE BANK,ASHTON
11347,GRINNELL STATE BANK,GRINNELL
11352,SANBORN SAVINGS BANK,SANBORN
11355,BEDFORD LOAN&DEPOSIT BANK,BEDFORD
11358,CUMBERLAND SECURITY BANK INC,SOMERSET
11407,HIGHPOINT COMMUNITY BANK,HASTINGS
11409,VALLEY PREMIER BANK,HAWLEY
11411,RUSHFORD STATE BANK INC,RUSHFORD
11415,HARVEST BANK,KIMBALL
11417,WELCOME STATE BANK,WELCOME
11431,BANK OF YAZOO CITY,YAZOO CITY
11445,JEFFERSON BANK,GREENVILLE
11446,UNITY BANK OF MISSISSIPPI,HOLLY SPRINGS
11448,CENTURY BANK,LUCEDALE
11459,MID AMERICA BANK,JEFFERSON CITY
11462,INDEPENDENT FARMERS BANK,MAYSVILLE
11463,CITIZENS-FARMERS BK COLE CAM,COLE CAMP
11465,TRI-COUNTY TRUST CO,GLASGOW
11466,HOMEPRIDE BANK,MANSFIELD
11475,THAYER COUNTY BANK,HEBRON
11477,AUBURN STATE BANK,AUBURN
11482,HOMESTEAD BANK,COZAD
11491,CITIZENS BANK OF CLOVIS,CLOVIS
11492,INBANK,RATON
11501,FIRST NB OF SCOTIA,SCOTIA
11507,FIDELITY BANK,FUQUAY VARINA
11519,SECURITY FIRST BANK OF ND,NEW SALEM
11521,CHICKASAW COMMUNITY BANK,OKLAHOMA CITY
11522,LIBERTY NATIONAL BANK,LAWTON
11526,COWBOY BANK,KREMLIN
11527,FIRST STB OF POND CREEK OK,POND CREEK
11539,ENTERPRISE BANK OF SC,EHRHARDT
11557,FIRST STATE BANK OF BURNET,BURNET
11559,FIRST STATE BANK&TRUST CO,CARTHAGE
11569,ALLIANCE BANK,SULPHUR SPRINGS
11570,GLOBAL ONE BANK,HOUSTON
11578,BURKE&HERBERT BANK&TRUST CO,ALEXANDRIA
11580,BANK OF SOUTHSIDE VIRGINIA,CARSON
11582,LEE BANK&TRUST CO,PENNINGTON GAP
11595,COMMUNITY FIRST BANK,BOSCOBEL
11601,LAONA STATE BANK,LAONA
11608,BLC COMMUNITY BANK,LITTLE CHUTE
11623,GREENWOODS STATE BANK,LAKE MILLS
11666,D L EVANS BANK,BURLEY
11667,VERMILION VALLEY BANK,PIPER CITY
11669,FIRST STATE BANK OF FORREST,FORREST
11670,CENTRAL BANK ILLINOIS,GENESEO
11671,STATE BANK OF HERSCHER,HERSCHER
11674,WARREN-BOYNTON STATE BANK,NEW BERLIN
11680,FARMERS STB OF WESTERN IL,ALPHA
11681,ANCHOR STATE BANK,ANCHOR
11682,ANNA STATE BANK,ANNA
11686,STATE BANK OF CHERRY,CHERRY
11699,GOODFIELD STATE BANK,GOODFIELD
11702,SHELBY COUNTY STATE BANK,SHELBYVILLE
11706,1ST COMMUNITY BANK,SHERRARD
11708,TEUTOPOLIS STATE BANK,TEUTOPOLIS
11711,BANK OF RANTOUL,RANTOUL
11715,BANK OF YATES CITY,YATES CITY
11716,HARTSBURG STATE BANK,HARTSBURG
11719,LIBERTY BANK,LIBERTY
11722,PEOPLES STB OF NEWTON IL,NEWTON
11729,CIBM BANK,CHAMPAIGN
11731,FAIRVIEW STATE BANKING CO,FAIRVIEW
11732,BANK OF FARMINGTON,FARMINGTON
11734,FLANAGAN STATE BANK,FLANAGAN
11739,BANKORION,ORION
11741,SOLUTIONS BANK,FORRESTON
11746,IROQUOIS FARMERS STATE BANK,IROQUOIS
11747,FARMERS STATE BANK&TRUST CO,JACKSONVILLE
11750,BANK OF KAMPSVILLE,KAMPSVILLE
11759,CITIZENS STATE BANK,WYOMING
11763,VISIONBANK OF IOWA,AMES
11764,SIBLEY STATE BANK,SIBLEY
11767,FREEDOMBANK,ELKADER
11771,AVAILA BANK,CARROLL
11777,COMMERCIAL BANK,PARSONS
11778,CITIZENS ST B&T ELLSWORTH KS,ELLSWORTH
11782,BANK OF ABBEVILLE&TRUST CO,ABBEVILLE
11785,CALDWELL BANK&TRUST CO,COLUMBIA
11788,BANK OF SUNSET&TRUST CO,SUNSET
11792,FRANKLIN STATE BANK&TRUST CO,WINNSBORO
11807,UNITED BANK OF MICHIGAN,GRAND RAPIDS
11810,HURON COMMUNITY BANK,EAST TAWAS
11813,CADENCE BANK,TUPELO
11817,RICHTON BANK&TRUST CO,RICHTON
11821,LITTLE HORN STATE BANK,HARDIN
11823,MANHATTAN BANK,MANHATTAN
11860,KILLBUCK SAVINGS BANK CO,KILLBUCK
11862,BANK OF BEAVER CITY,BEAVER
11868,FIDELITY DEPOSIT&DISCOUNT BK,DUNMORE
11891,DONLEY COUNTY STATE BANK,CLARENDON
11903,TEXAS HERITAGE BANK,BOERNE
11904,FIRST STB OF BEN WHEELER TX,BEN WHEELER
11905,CITIZENS STATE BANK,CORRIGAN
11907,SECURITY STATE BANK,FARWELL
11916,BUCKHOLTS STATE BANK,BUCKHOLTS
11922,FIRST STATE BANK OF TEXAS,ORANGE
11932,FIRST SECURITY STATE BANK,CRANFILLS GAP
11934,DOMINION BANK,DALLAS
11935,FIRST TEXAS BANK,GEORGETOWN
11952,POCA VALLEY BANK INC,WALTON
11953,GRANT COUNTY BANK,PETERSBURG
11971,BAR HARBOR BANK&TRUST,BAR HARBOR
12010,PROVIDENT BANK,JERSEY CITY
12013,UNION COUNTY SAVINGS BANK,ELIZABETH
