"""AOA"",""ASSET"",""AVMMLF"",""AVPPPPLG"",""BKCLASS"",""BKPREM"",""CB"",""CERT"",""CHBAL"",""CHBALI"",""CHBALNI"",""CHCIC"",""CHCOIN"",""CHFRB"",""CHITEM"",""CHNUS"",""CHUS"",""CITY"",""EFFDATE"",""ESTYMD"",""FDICDBS"",""FDICSUPV"",""FED"",""FLDOFF"",""FREPO"",""ID"",""INSAGNT1"",""INSDATE"",""INTAN"",""INTANGW"",""INTANMSR"",""INTANOTH"",""LNAG"",""LNAG1"",""LNAG1N"",""LNAG2"",""LNAG2N"",""LNAG3"",""LNAG3N"",""LNAG4"",""LNAG4N"",""LNAGFOR"",""LNATRES"",""LNAUTO"",""LNCI"",""LNCI1"",""LNCI1N"",""LNCI2"",""LNCI2N"",""LNCI3"",""LNCI3N"",""LNCI4"",""LNCI4N"",""LNCIFOR"",""LNCINUSF"",""LNCOMRE"",""LNCON"",""LNCONFOR"",""LNCONOTH"",""LNCONRP"",""LNCONTRA"",""LNCRCD"",""LNDEPAOBK"",""LNDEPCBF"",""LNDEPFCF"",""LNDEPUSF"",""LNEXAMT"",""LNFG"",""LNFGFOR"",""LNLSFOR"",""LNLSGR"",""LNLSGRF"",""LNLSGRS"",""LNLSNET"",""LNLSSALE"",""LNMUNI"",""LNMUNIF"",""LNOT1T3"",""LNOT3LES"",""LNOT3T12"",""LNOT3T5"",""LNOT5T15"",""LNOTCI"",""LNOTHERF"",""LNOTOV15"",""LNPLEDGE"",""LNRE"",""LNREAG"",""LNREAG1"",""LNREAG1N"",""LNREAG2"",""LNREAG2N"",""LNREAG3"",""LNREAG3N"",""LNREAG4"",""LNREAG4N"",""LNRECNFM"",""LNRECNOT"",""LNRECONS"",""LNREDOM"",""LNREFOR"",""LNRELOC"",""LNREMULT"",""LNRENR1"",""LNRENR1N"",""LNRENR2"",""LNRENR2N"",""LNRENR3"",""LNRENR3N"",""LNRENR4"",""LNRENR4N"",""LNRENRES"",""LNRENROT"",""LNRENROW"",""LNRENUS"",""LNRERES"",""LNRERSF1"",""LNRERSF2"",""LNRERSFM"",""LNRS1T3"",""LNRS3LES"",""LNRS3T12"",""LNRS3T5"",""LNRS5T15"",""LNRSOV15"",""LNSOTHER"",""LS"",""LSFOR"",""MMLFBAL"",""MUTUAL"",""NAMEFULL"",""NAMEHCR"",""NARSLNFM"",""NARSLNLS"",""NARSLNLT"",""OCCDIST"",""OFFDOM"",""OFFOA"",""ORE"",""OREAG"",""ORECONS"",""OREINV"",""OREMULT"",""ORENRES"",""OREOTH"",""OREOTHF"",""ORERES"",""OTSREGNM"",""P3RSLNFM"",""P3RSLNLS"",""P3RSLNLT"",""P9RSLNFM"",""P9RSLNLS"",""P9RSLNLT"",""PARCERT"",""PPPLF1LS"",""PPPLFOV1"",""PPPLNBAL"",""PPPLNNUM"",""PPPLNPLG"",""RB2LNRES"",""REGAGNT"",""REPDTE"",""RSLNLS"",""RSLNLTOT"",""RSLNREFM"",""RSSDHCR"",""SC"",""SC1LES"",""SCABS"",""SCAF"",""SCASPNSUM"",""SCCMOG"",""SCCMOS"",""SCCMOT"",""SCCMPT"",""SCCOL"",""SCCPTG"",""SCDOMO"",""SCEQ"",""SCEQFV"",""SCEQNFT"",""SCFMN"",""SCFORD"",""SCGNM"",""SCGTY"",""SCHA"",""SCHTMRES"",""SCMTGBK"",""SCMUNI"",""SCNM1T3"",""SCNM3LES"",""SCNM3T12"",""SCNM3T5"",""SCNM5T15"",""SCNMOV15"",""SCO3YLES"",""SCODOT"",""SCODPC"",""SCODPI"",""SCOOV3Y"",""SCPLEDGE"",""SCPT3LES"",""SCPT3T12"",""SCPT3T5"",""SCPT5T15"",""SCPTOV15"",""SCRDEBT"",""SCRMBPI"",""SCSFP"",""SCSNHAA"",""SCSNHAF"",""SCTATFR"",""SCUS"",""SCUSO"",""SCUST"",""SPECGRP"",""STALP"",""SUBCHAPS"",""TRADE"",""TRLREVAL"",""TRREVALSUM"",""TRUST"",""UNINCFOR"",""ZIP"""
"44747,885733,,0,""NM"",8248,""1"",1696,52089,44867,7222,,,,,,,""PORTLAND"",20220831,19120712,13,13,6,""NASHVILLE"",0,""1696_20241231"",""DIF"",""19340101"",2363,2363,0,0,2442,1723,71,348,4,371,2,2442,77,,6933,1714,44654,11556,453,11125,89,14183,46,36864,588,,,0,7496,,5510,272,0,0,0,,,,3367,,,,569335,,569335,562402,2143,245,,106262,90770,94254,87145,21652,3317,,1543,108724,511426,23283,647,14,4360,34,7302,25,12309,73,57969,75450,133419,511426,,50011,9234,461,10,3266,23,16198,41,19925,74,127038,82609,44429,,218452,5541,5482,162959,71446,6097,19338,53537,6881,3313,3072,0,,,0,""THE FARMERS BANK"",""FIRST FARMERS BANCSHARES INC"",0,0,0,5,10,0,0,0,0,,0,0,0,,0,""SOUTHEAST"",0,0,0,0,0,0,""0"",0,0,0,0,0,7338,""FDIC"",""20241231"",0,1894,1894,""1086122"",215884,794,0,215884,23222,0,0,0,3792,26733,3792,0,,0,0,85816,0,,85816,0,0,116341,76321,3138,0,794,27913,59800,11690,1627,0,0,0,25106,116899,0,0,240,24831,60255,215884,0,0,0,0,,139563,139563,0,4,""TN"",0,0,,0,""0"",,37148"
